Numero Documento;Fecha de Creacion;Tipo de CDP;Estado;Dependencia;Dependencia Descripcion;Rubro;Descripcion;Fuente;Recurso;Sit; Valor Inicial ; Valor Operaciones ; Valor Actual ; Saldo por Comprometer ;Objeto;Solicitud CDP;Compromisos;Cuentas por Pagar;Obligaciones;Ordenes de Pago;Reintegros
9425;2025-02-03 18:26:00;Gasto;Con Compromiso;911370;CENTRO AGROPECUARIO CAUCA TECNOACADEMIA;C-3605-1300-3-40402A-3605019-02;ADQUIS. DE BYS - SERVICIO DE EDUCACIÓN INFORMAL - IMPLANTACIÓN SISTEMA DE INVESTIGACIÓN APLICADA, DESARROLLO TECNOLÓGICO Y COMPETITIVIDAD;Propios;RENTAS PARAFISCALES;CSF; $ 235.200.000,00 ; $ -   ; $ 235.200.000,00 ; $ 2.240.000,00 ;SERVICIOS PERSONALES: CONTRATACIÓN DE CUATRO (04) FACILITADORES PROFESIONALES CON POSGRADO CON HONORARIOS MENSUALES DE $5.600.000 POR 10,5 MESES;9425;42125, 42225, 42325, 42425;-0;34825, 34925, 35025, 35125, 92725, 92825, 92925, 93325, 153625, 153725, 153825, 156025, 249425, 249525, 250925, 253725, 346925, 347025, 347125, 349025, 443625, 443725, 443825, 446125, 536125, 536225, 536325, 538625;48662325, 48662525, 48662625, 48662725, 88520525, 88520625, 88520725, 88521125, 128509325, 128509525, 128509725, 128512025, 171347525, 171347625, 171349025, 171351925, 216731725, 216731825, 216731925, 216734225, 268883925, 268884025, 268884125, 268887125, 314400225, 314400325, 314400425, 314403925;-0
9525;2025-02-03 18:42:00;Gasto;Con Compromiso;911370;CENTRO AGROPECUARIO CAUCA TECNOACADEMIA;C-3605-1300-3-40402A-3605019-02;ADQUIS. DE BYS - SERVICIO DE EDUCACIÓN INFORMAL - IMPLANTACIÓN SISTEMA DE INVESTIGACIÓN APLICADA, DESARROLLO TECNOLÓGICO Y COMPETITIVIDAD;Propios;RENTAS PARAFISCALES;CSF; $ 58.800.000,00 ;-$ 2.800.000,00 ; $ 56.000.000,00 ; $ -   ;SERVICIOS PERSONALES: CONTRATACIÓN DE UN (1) ORIENTADOR VOCACIONAL CON HONORARIOS MENSUALES DE $5.600.000 POR 10,5 MESES.;9525;49925;-0;93225, 153925, 249925, 347525, 444225, 536625;88521025, 128509825, 171348025, 216732425, 268884525, 314400925;-0
9625;2025-02-03 18:51:00;Gasto;Generado;911370;CENTRO AGROPECUARIO CAUCA TECNOACADEMIA;C-3605-1300-3-40402A-3605019-02;ADQUIS. DE BYS - SERVICIO DE EDUCACIÓN INFORMAL - IMPLANTACIÓN SISTEMA DE INVESTIGACIÓN APLICADA, DESARROLLO TECNOLÓGICO Y COMPETITIVIDAD;Propios;RENTAS PARAFISCALES;CSF; $ 25.089.067,50 ;-$ 25.089.067,50 ; $ -   ; $ -   ;SERVICIOS PERSONALES: CONTRATACIÓN PARA UN (1) CONDUCTOR AULAS MÓVIL DE LA ESTRATEGIA TECNOACADEMIA CON HONORARIOS DE $2.389.435 MENSUALES POR 10,5 MESES.;9625;-0;-0;-0;-0;-0
9725;2025-02-03 19:00:00;Gasto;Con Compromiso;911365;CENTRO AGROPECUARIO-APROPIACION DE CIENCIA Y TECNOLOGIA YCULTURA;C-3605-1300-3-40402A-3605009-02;ADQUIS. DE BYS - SERVICIO DE PROMOCIÓN Y DIFUSIÓN DE LOS RESULTADOS DE LA GESTIÓN DEL CONOCIMIENTO - IMPLANTACIÓN SISTEMA DE INVESTIGACIÓN APLICADA, DESARROLLO TECNOLÓGICO Y COMPETITIVIDAD;Propios;RENTAS PARAFISCALES;CSF; $ 64.890.000,00 ; $ -   ; $ 64.890.000,00 ; $ -   ;SERVICIOS PERSONALES: CONTRATACIÓN DE UN (1) DINAMIZADOR DE INNOVACIÓN Y COMPETITIVIDAD CON HONORARIOS DE $6.180.000 MENSUALES, POR 10,5 MESES..;9725;42025;-0;92525, 92625, 153525, 249325, 346825, 443525, 536025;88520225, 88520425, 128509225, 171347425, 216731625, 268883625, 314400125;-0
9825;2025-02-17 15:34:00;Gasto;Con Compromiso;911345;CENTRO AGROPECUARIO-CAUCA - SERVICIOS PRESTADOS A LA FORMACION;C-3603-1300-20-20305C-3603025-02;ADQUIS. DE BYS - SERVICIO DE FORMACIÓN PROFESIONAL INTEGRAL - FORTALECIMIENTO DE LA PRESTACIÓN DEL SERVICIO DE FORMACIÓN PROFESIONAL Y EL RECONOCIMIENTO DE SABERES PREVIOS CON ÉNFASIS EN POBLACIONES CAMPESINAS Y POPULARES EN COLOMBIA NACIONAL;Nación;RECURSOS CORRIENTES;CSF; $ 150.157.631,00 ; $ -   ; $ 150.157.631,00 ; $ 2.043.377,00 ;INSTRUCTORES: RECURSOS PARA LA CONTRATACIÓN DE INSTRUCTORES POR NOVEDADES CON LA TRIMESTRALIZACIÓN;9825;101425, 102125, 102225, 102325, 107425;65625;254225, 254325, 254425, 254525, 254625, 325425, 325525, 348325, 348425, 348825, 348925, 353725, 353825, 445125, 445225, 445325, 445425, 475225, 537525, 537625, 537725, 537825, 537925;171352425, 171352525, 171352625, 171352725, 171352825, 216698025, 216698125, 216733325, 216733425, 216733825, 216733925, 216739525, 216739625, 268885625, 268885725, 268885825, 268885925, 292257325, 314402325, 314402525, 314402725, 314402925, 314403025;-0
9925;2025-02-17 15:53:00;Gasto;Con Compromiso;911328;CERTIFICACION COMPETENCIAS LABORALES-CENTRO AGROPECUARIO-CAUCA;C-3603-1300-20-20305C-3603033-02;ADQUIS. DE BYS - SERVICIO DE EVALUACIÓN DE COMPETENCIAS LABORALES - FORTALECIMIENTO DE LA PRESTACIÓN DEL SERVICIO DE FORMACIÓN PROFESIONAL Y EL RECONOCIMIENTO DE SABERES PREVIOS CON ÉNFASIS EN POBLACIONES CAMPESINAS Y POPULARES EN COLOMBIA NACIONA;Nación;RECURSOS CORRIENTES;CSF; $ 4.840.000,00 ; $ -   ; $ 4.840.000,00 ; $ -   ;SERVICIOS PERSONALES:CONTRATACION DE EXPERTOS TECNICOS;9925;59625;-0;157925, 158025;128514325, 128514425;-0
10025;2025-02-17 18:22:00;Gasto;Con Compromiso;911386;CENTRO AGROPECUARIO-CAUCA, CERTIFICACION COMPETENCIA LABORALES -ECONOMINA POPULAR.;C-3603-1300-20-20305C-3603033-02;ADQUIS. DE BYS - SERVICIO DE EVALUACIÓN DE COMPETENCIAS LABORALES - FORTALECIMIENTO DE LA PRESTACIÓN DEL SERVICIO DE FORMACIÓN PROFESIONAL Y EL RECONOCIMIENTO DE SABERES PREVIOS CON ÉNFASIS EN POBLACIONES CAMPESINAS Y POPULARES EN COLOMBIA NACIONA;Nación;RECURSOS CORRIENTES;CSF; $ 10.000.000,00 ; $ -   ; $ 10.000.000,00 ; $ 9.367.884,00 ;VIÁTICOS PARA DESPLAZAMIENTO EN EL PROCESO DE EVALUCION Y CERTIFICACIÓN DE COMPETENCIAS LABORALES;10025;454725;-0;-0;-0;-0
10125;2025-02-17 18:54:00;Gasto;Con Compromiso;911314;CENTRO AGROPECUARIO-ESCUELA NACIONAL DE INSTRUCTORES;C-3603-1300-20-20305C-3603025-02;ADQUIS. DE BYS - SERVICIO DE FORMACIÓN PROFESIONAL INTEGRAL - FORTALECIMIENTO DE LA PRESTACIÓN DEL SERVICIO DE FORMACIÓN PROFESIONAL Y EL RECONOCIMIENTO DE SABERES PREVIOS CON ÉNFASIS EN POBLACIONES CAMPESINAS Y POPULARES EN COLOMBIA NACIONAL;Nación;RECURSOS CORRIENTES;CSF; $ 7.000.000,00 ; $ -   ; $ 7.000.000,00 ; $ -   ;MATERIALES DE FORMACION:RECURSOS PARA COMPRA DE MATERIALES DE FORMACIÓN PROFESIONAL, PARA LAS ACCIONES DE FORMACIÓN PEDAGÓGICAS PARA INSTRUCTORES;10125;267825;170825;-0;-0;-0
10225;2025-02-17 19:06:00;Gasto;Generado;911328;CERTIFICACION COMPETENCIAS LABORALES-CENTRO AGROPECUARIO-CAUCA;C-3603-1300-20-20305C-3603033-02;ADQUIS. DE BYS - SERVICIO DE EVALUACIÓN DE COMPETENCIAS LABORALES - FORTALECIMIENTO DE LA PRESTACIÓN DEL SERVICIO DE FORMACIÓN PROFESIONAL Y EL RECONOCIMIENTO DE SABERES PREVIOS CON ÉNFASIS EN POBLACIONES CAMPESINAS Y POPULARES EN COLOMBIA NACIONA;Nación;RECURSOS CORRIENTES;CSF; $ 3.760.000,00 ;-$ 3.760.000,00 ; $ -   ; $ -   ;MATERIALES DE FORMACION RECURSOS PARA COMPRA DE MATERIALES DE FORMACIÓN PROFESIONAL, PARA LAS ACCIONES DE FORMACIÓN PEDAGÓGICAS PARA INSTRUCTORES;10225;-0;-0;-0;-0;-0
10325;2025-02-17 21:41:00;Gasto;Generado;911328;CERTIFICACION COMPETENCIAS LABORALES-CENTRO AGROPECUARIO-CAUCA;C-3603-1300-20-20305C-3603033-02;ADQUIS. DE BYS - SERVICIO DE EVALUACIÓN DE COMPETENCIAS LABORALES - FORTALECIMIENTO DE LA PRESTACIÓN DEL SERVICIO DE FORMACIÓN PROFESIONAL Y EL RECONOCIMIENTO DE SABERES PREVIOS CON ÉNFASIS EN POBLACIONES CAMPESINAS Y POPULARES EN COLOMBIA NACIONA;Nación;RECURSOS CORRIENTES;CSF; $ 3.760.000,00 ; $ -   ; $ 3.760.000,00 ; $ 3.760.000,00 ;VIATICOS PARA EL DESPLAZAMIENTO EN EL PROCESO DE EVALUCION Y CERTIFICACIÓN DE COMPETENCIAS LABORALES;10325;-0;-0;-0;-0;-0
10425;2025-02-25 19:21:00;Gasto;Con Compromiso;911342;CENTRO AGROPECUARIO-CAUCA - BIENESTAR APRENDICES;C-3603-1300-20-20305C-3603025-02;ADQUIS. DE BYS - SERVICIO DE FORMACIÓN PROFESIONAL INTEGRAL - FORTALECIMIENTO DE LA PRESTACIÓN DEL SERVICIO DE FORMACIÓN PROFESIONAL Y EL RECONOCIMIENTO DE SABERES PREVIOS CON ÉNFASIS EN POBLACIONES CAMPESINAS Y POPULARES EN COLOMBIA NACIONAL;Propios;INGRESOS CORRIENTES;CSF; $ 12.540.008,00 ;-$ 3,00 ; $ 12.540.005,00 ; $ -   ;SERVICIOS PERSONALES: CONTRATACIÓN DE UN PROFESIONAL EN LAS ACTIVIDADES DE BIENESTAR AL APRENDIZ, CON EL PROPÓSITO DE FORTALECER LA GESTIÓN Y EJECUCIÓN DE PROGRAMAS DIRIGIDOS AL BIENESTAR DE LOS APRENDICES ENMARCADOS EN EL PNIBA;10425;72325;-0;156425, 250325, 347825, 444525, 536925;128512525, 171348425, 216732725, 268884925, 314401225;-0
10425;2025-02-25 19:21:00;Gasto;Con Compromiso;911342;CENTRO AGROPECUARIO-CAUCA - BIENESTAR APRENDICES;C-3603-1300-20-20305C-3603025-02;ADQUIS. DE BYS - SERVICIO DE FORMACIÓN PROFESIONAL INTEGRAL - FORTALECIMIENTO DE LA PRESTACIÓN DEL SERVICIO DE FORMACIÓN PROFESIONAL Y EL RECONOCIMIENTO DE SABERES PREVIOS CON ÉNFASIS EN POBLACIONES CAMPESINAS Y POPULARES EN COLOMBIA NACIONAL;Nación;RECURSOS CORRIENTES;CSF; $ -   ; $ 1.504.801,00 ; $ 1.504.801,00 ; $ -   ;SERVICIOS PERSONALES: CONTRATACIÓN DE UN PROFESIONAL EN LAS ACTIVIDADES DE BIENESTAR AL APRENDIZ, CON EL PROPÓSITO DE FORTALECER LA GESTIÓN Y EJECUCIÓN DE PROGRAMAS DIRIGIDOS AL BIENESTAR DE LOS APRENDICES ENMARCADOS EN EL PNIBA;10425;72325;-0;156425, 250325, 347825, 444525, 536925;128512525, 171348425, 216732725, 268884925, 314401225;-0
10525;2025-02-25 20:01:00;Gasto;Con Compromiso;911327;CENTRO AGROPECUARIO-CAUCA - MODERNIZACION AMBIENTES;C-3603-1300-20-20305C-3603024-02;ADQUIS. DE BYS - AMBIENTES DE FORMACIÓN MODERNIZADOS - FORTALECIMIENTO DE LA PRESTACIÓN DEL SERVICIO DE FORMACIÓN PROFESIONAL Y EL RECONOCIMIENTO DE SABERES PREVIOS CON ÉNFASIS EN POBLACIONES CAMPESINAS Y POPULARES EN COLOMBIA NACIONAL;Nación;RECURSOS CORRIENTES;CSF; $ 57.829.350,00 ;-$ 405.820,00 ; $ 57.423.530,00 ; $ -   ;SERVICIOS PERSONALES CONTRATACIÓN DE DOS TECNÓLOGOS TIC, PARA SOPORTE TÉCNICO AL CENTRO, CONTRATOS POR 9,5 MESES, VALOR MES: $3.043.650.;10525;64925, 65025;-0;158125, 158225, 158325, 250025, 250125, 250225, 347625, 347725, 444325, 444425, 536725, 536825;128514525, 128514625, 128514725, 171348125, 171348225, 171348325, 216732525, 216732625, 268884625, 268884725, 314401025, 314401125;-0
10625;2025-04-01 12:54:00;Gasto;Con Compromiso;911342;CENTRO AGROPECUARIO-CAUCA - BIENESTAR APRENDICES;C-3603-1300-20-20305C-3603025-02;ADQUIS. DE BYS - SERVICIO DE FORMACIÓN PROFESIONAL INTEGRAL - FORTALECIMIENTO DE LA PRESTACIÓN DEL SERVICIO DE FORMACIÓN PROFESIONAL Y EL RECONOCIMIENTO DE SABERES PREVIOS CON ÉNFASIS EN POBLACIONES CAMPESINAS Y POPULARES EN COLOMBIA NACIONAL;Propios;INGRESOS CORRIENTES;CSF; $ 52.920.000,00 ; $ -   ; $ 52.920.000,00 ; $ -   ;BIENESTAR APRENDICES: RECURSOS DESTINADOS PARA EL CENTRO DE CONVIVENCIA SEGUN RES. 1-00851-2025;10625;235125;173925;-0;-0;-0
10725;2025-04-14 21:47:00;Gasto;Con Compromiso;911345;CENTRO AGROPECUARIO-CAUCA - SERVICIOS PRESTADOS A LA FORMACION;C-3603-1300-20-20305C-3603025-02;ADQUIS. DE BYS - SERVICIO DE FORMACIÓN PROFESIONAL INTEGRAL - FORTALECIMIENTO DE LA PRESTACIÓN DEL SERVICIO DE FORMACIÓN PROFESIONAL Y EL RECONOCIMIENTO DE SABERES PREVIOS CON ÉNFASIS EN POBLACIONES CAMPESINAS Y POPULARES EN COLOMBIA NACIONAL;Nación;RECURSOS CORRIENTES;CSF; $ 8.279.121,00 ;-$ 1,00 ; $ 8.279.120,00 ; $ -   ;SERVICIOS PERSONALES: CONTRATACION DE INSTRUCTORES PARA EL REEMPLAZO DE LOS TIEMPOS DEL INSTRUCTOR SELECCIONADO COMO CHIEF EXPERT DE WORLDSKILLS;10725;186825;-0;354125, 445625;216740025, 268886125;-0
10825;2025-04-27 12:28:00;Gasto;Generado;911327;CENTRO AGROPECUARIO-CAUCA - MODERNIZACION AMBIENTES;C-3603-1300-20-20305C-3603024-02;ADQUIS. DE BYS - AMBIENTES DE FORMACIÓN MODERNIZADOS - FORTALECIMIENTO DE LA PRESTACIÓN DEL SERVICIO DE FORMACIÓN PROFESIONAL Y EL RECONOCIMIENTO DE SABERES PREVIOS CON ÉNFASIS EN POBLACIONES CAMPESINAS Y POPULARES EN COLOMBIA NACIONAL;Nación;RECURSOS CORRIENTES;CSF; $ 7.935.000,00 ; $ -   ; $ 7.935.000,00 ; $ 7.935.000,00 ;MOBILIARIO:MOBILIARIO Y ENSERES RECURSOS PARA COMPRA DE 10 SILLAS,10 MESAS DE ESTUDIO Y 5 ESTANTES PARA LA BIBLIOTECA.;10825;-0;-0;-0;-0;-0
10925;2025-04-27 13:02:00;Gasto;Con Compromiso;911362;CENTRO AGROPECUARIO - CAPACITACION ESPECIALISADA;C-3605-1300-3-40402A-3605019-02;ADQUIS. DE BYS - SERVICIO DE EDUCACIÓN INFORMAL - IMPLANTACIÓN SISTEMA DE INVESTIGACIÓN APLICADA, DESARROLLO TECNOLÓGICO Y COMPETITIVIDAD;Propios;RENTAS PARAFISCALES;CSF; $ 3.456.137,00 ; $ 9.871.048,00 ; $ 13.327.185,00 ; $ 3.377.759,00 ;VIATICOS FORMACION: RECURSOS DE VIATICOS PARA LOS CHIEF EXPERT QUE APOYARAN LA ESTRATEGIA WORLDSKILLS;10925;193825, 459425, 459525;-0;303425;188389425;-0
11025;2025-04-27 13:13:00;Gasto;Generado;911324;CENTRO AGROPECUARIO-CAUCA - CONSTRUCCIONES Y ADECUACIONES;C-3699-1300-15-53105B-3699009-02;ADQUIS. DE BYS - SEDES CONSTRUIDAS - FORTALECIMIENTO DE LA INFRAESTRUCTURA FISICA DEL SENA A NIVEL NACIONAL;Propios;RENTAS PARAFISCALES;CSF; $ 60.000.000,00 ; $ -   ; $ 60.000.000,00 ; $ 60.000.000,00 ;ADECUACIONES:ADECUACIONES Y CONSTRUCCIONES RECURSOS PARA CONTRATAR LA CARACTERIZACION DE AGUA RESIDUAL Y AGUA POTABLE PARA DAR CUMPLIMIENTO A LA NORMATIVIDAD AMBIENTAL EN POPAYAN Y STDER DE QUILICHAO;11025;-0;-0;-0;-0;-0
11125;2025-04-27 13:22:00;Gasto;Generado;911323;CENTRO AGROPECUARIO -ACTUALIZACION Y MODERNIZACION TECNOLOGICA;C-3605-1300-3-40402A-3605001-02;ADQUIS. DE BYS - DOCUMENTOS DE INVESTIGACIÓN - IMPLANTACIÓN SISTEMA DE INVESTIGACIÓN APLICADA, DESARROLLO TECNOLÓGICO Y COMPETITIVIDAD;Propios;RENTAS PARAFISCALES;CSF; $ 78.500.000,00 ;-$ 78.500.000,00 ; $ -   ; $ -   ;MANTENIMIENTO BIENES: MANTENIMIENTO DE BIENES MUEBLES, ENSERES, MAQUINARIA, EQUIPO, TRANSPORTE Y SOFTWARE;11125;-0;-0;-0;-0;-0
11225;2025-04-27 16:54:00;Gasto;Generado;911366;CENTRO AGROPECUARIO - REPOTENCIACION DE CENTROS-CAUCA;C-3605-1300-3-40402A-3605001-02;ADQUIS. DE BYS - DOCUMENTOS DE INVESTIGACIÓN - IMPLANTACIÓN SISTEMA DE INVESTIGACIÓN APLICADA, DESARROLLO TECNOLÓGICO Y COMPETITIVIDAD;Propios;RENTAS PARAFISCALES;CSF; $ 9.000.000,00 ;-$ 5.500.000,00 ; $ 3.500.000,00 ; $ 3.500.000,00 ;VIATICOS ADMINISTRATIVOS: VIÁTICOS Y GASTOS DE VIAJE AL INTERIOR ÁREA ADMINISTRATIVA;11225;-0;-0;-0;-0;-0
11325;2025-04-27 19:14:00;Gasto;Generado;911366;CENTRO AGROPECUARIO - REPOTENCIACION DE CENTROS-CAUCA;C-3605-1300-3-40402A-3605001-02;ADQUIS. DE BYS - DOCUMENTOS DE INVESTIGACIÓN - IMPLANTACIÓN SISTEMA DE INVESTIGACIÓN APLICADA, DESARROLLO TECNOLÓGICO Y COMPETITIVIDAD;Propios;RENTAS PARAFISCALES;CSF; $ 3.100.000,00 ;-$ 600.000,00 ; $ 2.500.000,00 ; $ 2.500.000,00 ;VIATICOS ADMINISTRATIVOS: VIÁTICOS Y GASTOS DE VIAJE AL INTERIOR ÁREA ADMINISTRATIVA SEGÚN APROBACION MGA_2025_11_144;11325;-0;-0;-0;-0;-0
11425;2025-04-27 19:22:00;Gasto;Con Compromiso;911366;CENTRO AGROPECUARIO - REPOTENCIACION DE CENTROS-CAUCA;C-3605-1300-3-40402A-3605001-02;ADQUIS. DE BYS - DOCUMENTOS DE INVESTIGACIÓN - IMPLANTACIÓN SISTEMA DE INVESTIGACIÓN APLICADA, DESARROLLO TECNOLÓGICO Y COMPETITIVIDAD;Propios;RENTAS PARAFISCALES;CSF; $ 25.018.002,00 ; $ -   ; $ 25.018.002,00 ; $ 5.559.556,00 ;SERVICIOS PERSONALES: SERVICIOS PERSONALES INDIRECTOS SEGÚN APROBACION MGA_2025_23_503;11425;208825;129425;354325, 449725, 539125;216740225, 268892525, 314404425;-0
11525;2025-04-27 19:30:00;Gasto;Con Compromiso;911366;CENTRO AGROPECUARIO - REPOTENCIACION DE CENTROS-CAUCA;C-3605-1300-3-40402A-3605001-02;ADQUIS. DE BYS - DOCUMENTOS DE INVESTIGACIÓN - IMPLANTACIÓN SISTEMA DE INVESTIGACIÓN APLICADA, DESARROLLO TECNOLÓGICO Y COMPETITIVIDAD;Propios;RENTAS PARAFISCALES;CSF; $ 33.559.745,00 ; $ -   ; $ 33.559.745,00 ; $ 2.810.856,00 ;MATERIALES PARA FORMACIÓN: MATERIALES PARA FORMACIÓN PROFESIONAL SEGÚN APROBACION MGA 2025-23-503;11525;381925;-0;-0;-0;-0
11625;2025-04-27 19:55:00;Gasto;Con Compromiso;911366;CENTRO AGROPECUARIO - REPOTENCIACION DE CENTROS-CAUCA;C-3605-1300-3-40402A-3605001-02;ADQUIS. DE BYS - DOCUMENTOS DE INVESTIGACIÓN - IMPLANTACIÓN SISTEMA DE INVESTIGACIÓN APLICADA, DESARROLLO TECNOLÓGICO Y COMPETITIVIDAD;Propios;RENTAS PARAFISCALES;CSF; $ 24.593.920,00 ; $ -   ; $ 24.593.920,00 ; $ 2.903.920,00 ;OTROS EQUIPOS: OTRAS COMPRAS DE EQUIPOS SEGÚN APROBACION MGA 2025-23-503;11625;382025;-0;-0;-0;-0
11725;2025-04-27 20:00:00;Gasto;Con Compromiso;911366;CENTRO AGROPECUARIO - REPOTENCIACION DE CENTROS-CAUCA;C-3605-1300-3-40402A-3605001-02;ADQUIS. DE BYS - DOCUMENTOS DE INVESTIGACIÓN - IMPLANTACIÓN SISTEMA DE INVESTIGACIÓN APLICADA, DESARROLLO TECNOLÓGICO Y COMPETITIVIDAD;Propios;RENTAS PARAFISCALES;CSF; $ 49.249.545,00 ; $ -   ; $ 49.249.545,00 ; $ 16.860.067,00 ;SERVICIOS PERSONALES: SERVICIOS PERSONALES INDIRECTOS SEGÚN APROBACION MGA-2025-11-144;11725;174025;-0;353925, 354025, 475525, 538125;216739725, 216739825, 292257625, 314403225;-0
11825;2025-04-27 20:30:00;Gasto;Generado;911366;CENTRO AGROPECUARIO - REPOTENCIACION DE CENTROS-CAUCA;C-3605-1300-3-40402A-3605001-02;ADQUIS. DE BYS - DOCUMENTOS DE INVESTIGACIÓN - IMPLANTACIÓN SISTEMA DE INVESTIGACIÓN APLICADA, DESARROLLO TECNOLÓGICO Y COMPETITIVIDAD;Propios;RENTAS PARAFISCALES;CSF; $ 48.275.256,00 ; $ -   ; $ 48.275.256,00 ; $ 48.275.256,00 ;MATERIALES PARA FORMACIÓN: MATERIALES PARA FORMACIÓN PROFESIONAL SEGÚN APROBACION MGA 2025-11-144;11825;-0;-0;-0;-0;-0
11925;2025-04-27 20:35:00;Gasto;Generado;911366;CENTRO AGROPECUARIO - REPOTENCIACION DE CENTROS-CAUCA;C-3605-1300-3-40402A-3605001-02;ADQUIS. DE BYS - DOCUMENTOS DE INVESTIGACIÓN - IMPLANTACIÓN SISTEMA DE INVESTIGACIÓN APLICADA, DESARROLLO TECNOLÓGICO Y COMPETITIVIDAD;Propios;RENTAS PARAFISCALES;CSF; $ 3.697.300,00 ; $ -   ; $ 3.697.300,00 ; $ 3.697.300,00 ;OTROS EQUIPOS: OTRAS COMPRAS DE EQUIPOS SEGÚN APROBACION MGA 2025-11-144;11925;-0;-0;-0;-0;-0
12025;2025-04-27 20:45:00;Gasto;Con Compromiso;911320;CENTRO AGROPECUARIO-CAUCA - DISEÑO CURRICULAR;C-3603-1300-20-20305C-3603025-02;ADQUIS. DE BYS - SERVICIO DE FORMACIÓN PROFESIONAL INTEGRAL - FORTALECIMIENTO DE LA PRESTACIÓN DEL SERVICIO DE FORMACIÓN PROFESIONAL Y EL RECONOCIMIENTO DE SABERES PREVIOS CON ÉNFASIS EN POBLACIONES CAMPESINAS Y POPULARES EN COLOMBIA NACIONAL;Nación;RECURSOS CORRIENTES;CSF; $ 35.000.000,00 ;-$ 1.401,00 ; $ 34.998.599,00 ; $ -   ;SERVICIOS PERSONALES: SERVICIOS PERSONALES INDIRECTOS PARA APOYAR EL EQUIPO DE TRABAJO QUE REALIZA LOS PROCESOS RELACIONADOS CON LA GESTION CURRUCULAR EN EL (DISEÑO, DESARROLLO Y GESTION DE PERMISOS);12025;311625, 311725, 312025, 328225;-0;618925, 619025, 619125;338150825, 338150925, 338151025;-0
12125;2025-05-13 11:13:00;Gasto;Generado;911318;CENTRO AGROPECUARIO - FONDO INDUSTRIA Y DE LA CONSTRUCCION FIC-CAUCA;C-3603-1300-20-20305C-3603024-02;ADQUIS. DE BYS - AMBIENTES DE FORMACIÓN MODERNIZADOS - FORTALECIMIENTO DE LA PRESTACIÓN DEL SERVICIO DE FORMACIÓN PROFESIONAL Y EL RECONOCIMIENTO DE SABERES PREVIOS CON ÉNFASIS EN POBLACIONES CAMPESINAS Y POPULARES EN COLOMBIA NACIONAL;Propios;FONDOS ESPECIALES;CSF; $ 19.372.320,00 ; $ -   ; $ 19.372.320,00 ; $ 19.372.320,00 ;OTROS EQUIPOS: ASIGNACIÓN PRESUPUESTAL PARA LA ADQUISICIÓN DE EQUIPOS DE LOS PROGRAMAS RELACIONADOS CON TRABAJO SEGURO EN ALTURAS.;12125;-0;-0;-0;-0;-0
12225;2025-05-13 15:22:00;Gasto;Generado;911318;CENTRO AGROPECUARIO - FONDO INDUSTRIA Y DE LA CONSTRUCCION FIC-CAUCA;C-3603-1300-20-20305C-3603025-02;ADQUIS. DE BYS - SERVICIO DE FORMACIÓN PROFESIONAL INTEGRAL - FORTALECIMIENTO DE LA PRESTACIÓN DEL SERVICIO DE FORMACIÓN PROFESIONAL Y EL RECONOCIMIENTO DE SABERES PREVIOS CON ÉNFASIS EN POBLACIONES CAMPESINAS Y POPULARES EN COLOMBIA NACIONAL;Propios;FONDOS ESPECIALES;CSF; $ 21.014.640,00 ; $ -   ; $ 21.014.640,00 ; $ 21.014.640,00 ;PROTECCION APRENDICES: ASIGNACIÓN PRESUPUESTAL PARA LA ADQUISICIÓN DE ELEMENTOS DE PROTECCIÓN PERSONAL PARA APRENDICES DE LOS PROGRAMAS RELACIONADOS CON TRABAJO SEGURO EN ALTURAS.;12225;-0;-0;-0;-0;-0
12325;2025-05-13 17:08:00;Gasto;Con Compromiso;911323;CENTRO AGROPECUARIO -ACTUALIZACION Y MODERNIZACION TECNOLOGICA;C-3605-1300-3-40402A-3605001-02;ADQUIS. DE BYS - DOCUMENTOS DE INVESTIGACIÓN - IMPLANTACIÓN SISTEMA DE INVESTIGACIÓN APLICADA, DESARROLLO TECNOLÓGICO Y COMPETITIVIDAD;Propios;RENTAS PARAFISCALES;CSF; $ 27.597.066,00 ; $ -   ; $ 27.597.066,00 ; $ 13.527.797,00 ;SERVICIOS PERSONALES: ASIGNACION DE RECURSOS PARA PERSONAL EN ACTUALIZACIÓN Y MODERNIZACIÓN TECNOLÓGICA DE LOS CENTROS DE FORMACIÓN;12325;305525;-0;539225, 539325;314404525, 314404625;-0
12425;2025-05-23 11:50:00;Gasto;Generado;911345;CENTRO AGROPECUARIO-CAUCA - SERVICIOS PRESTADOS A LA FORMACION;C-3603-1300-20-20305C-3603025-02;ADQUIS. DE BYS - SERVICIO DE FORMACIÓN PROFESIONAL INTEGRAL - FORTALECIMIENTO DE LA PRESTACIÓN DEL SERVICIO DE FORMACIÓN PROFESIONAL Y EL RECONOCIMIENTO DE SABERES PREVIOS CON ÉNFASIS EN POBLACIONES CAMPESINAS Y POPULARES EN COLOMBIA NACIONAL;Nación;RECURSOS CORRIENTES;CSF; $ 7.205.902,00 ; $ -   ; $ 7.205.902,00 ; $ 7.205.902,00 ;INSTRUCTORES:ASIGNACIÓN DE RECURSOS PARA EL REEMPLAZO DE INSTRUCTORES QUE CUENTAN CON PERMISOS SINDICALES DURANTE TODO EL AÑO.;12425;-0;-0;-0;-0;-0
